Date	Well	Jurkat	Target	Stimulus	HLA match	CFSE stained	Count	Cells | %	Single Cells | %	CFSE-A- 7AAD-A+ | %	CFSE-A+ 7AAD-A+ | %	CFSE-A+ 7AAD-A- | %	CFSE-A- 7AAD-A- | %	CFSE-A- 7AAD-A- | #	Jurkats | CD69- CD62L+ | %	Jurkats | CD69+ CD62L+ | %	Jurkats | CD69+ CD62L- | %	Jurkats | CD69- CD62L- | %
2021-01-14	B02		Karpas-299	10	N	Y	10000	28.9	97.1	0	65.8	34	0.21	6	0	0	50	50
2021-01-14	B03		Karpas-299	1	N	Y	10000	25.9	97.3	0	67	32.5	0.48	12	50	0	0	50
2021-01-14	B04		Karpas-299	0.1	N	Y	10000	13.6	92.6	0	89.9	9.54	0.56	7	85.7	0	0	14.3
2021-01-14	B05		Karpas-299	0	N	Y	10000	10.6	87.7	0	91.6	8.3	0.11	1	0	0	0	100
2021-01-14	B06		MDA-MB-463	10	Y	Y	7141	3.15	93.3	0	77.1	14.8	8.1	17	23.5	0	11.8	64.7
2021-01-14	B07		MDA-MB-463	1	Y	Y	5583	2.1	95.7	0	77.7	8.93	13.4	15	6.67	6.67	0	86.7
2021-01-14	B08		MDA-MB-463	0.1	Y	Y	6837	2.56	94.3	0.61	62.4	15.8	21.2	35	11.4	0	8.57	80
2021-01-14	B09		MDA-MB-463	0	Y	Y	5064	3.95	97.5	0	65.6	16.9	17.4	34	2.94	0	5.88	91.2
2021-01-14	B10		Karpas-299		N	N	10000	67.2	96.4	0.48	0.046	0.046	99.4	6437	0.76	0	0.016	99.2
2021-01-14	C02	LC13	MDA-MB-463	10	Y	Y	10000	57.5	95	0.18	2.12	19.2	78.5	4285	4.57	1.89	42.3	51.2
2021-01-14	C03	LC13	MDA-MB-463	1	Y	Y	10000	67.6	96.4	0.077	1.35	11.4	87.2	5682	34.6	0.07	0.37	65
2021-01-14	C04	LC13	MDA-MB-463	0.1	Y	Y	10000	46.3	87.1	0.05	2.01	10.3	87.6	3535	48.8	0.25	0.057	50.9
2021-01-14	C05	LC13	MDA-MB-463	0	Y	Y	10000	37	81.6	0.066	1.66	8.34	89.9	2716	30	0.15	0.11	69.7
2021-01-14	C06	LC13	Karpas-299	10	N	Y	10000	50.5	76.8	0	19.5	4.69	75.8	2945	7.54	0	0.17	92.3
2021-01-14	C07	LC13	Karpas-299	1	N	Y	10000	47.9	84	0.1	14.6	2.74	82.6	3320	7.05	0	0.12	92.8
2021-01-14	C08	LC13	Karpas-299	0.1	N	Y	10000	62.2	84.4	0.17	17	4.08	78.7	4128	13.3	0.048	0.27	86.4
2021-01-14	C09	LC13	Karpas-299	0	N	Y	10000	62.1	84.7	0.095	6.97	5.11	87.8	4621	7.75	0	0.065	92.2
2021-01-14	C10		Karpas-299		N	N	10000	62.8	81.3	0.53	0.039	0.078	99.4	5075	1.1	0	0	98.9
2021-01-14	D02	LC13		Negative			10000	78.7	81.7	0.3	0.062	0.093	99.5	6401	5.97	0	0.11	93.9
2021-01-14	D03	LC13		Negative			10000	78.4	80.6	0.16	0.016	0.13	99.7	6297	11.6	0.032	0.16	88.2
2021-01-14	D04	LC13		Negative			10000	78.4	76.2	0.55	0.084	0.084	99.3	5937	16.8	0.067	0.17	83
2021-01-14	D05	LC13		Negative			10000	82.2	79.4	0.46	0.046	0.15	99.3	6484	21.6	0.093	0.14	78.2
2021-01-14	D06	LC13		aCD3			10000	48.9	73.1	0.48	0.084	0.056	99.4	3556	4.64	1.01	47.5	46.8
2021-01-14	D07	LC13		aCD3			10000	65	74.9	0.96	0.062	0.1	98.9	4817	4.17	0.77	39.3	55.8
2021-01-14	D08	LC13		aCD3			10000	44.4	71.1	1.02	0.095	0.16	98.7	3112	4.21	0.9	33.6	61.2
2021-01-14	D09	LC13		aCD3			10000	54.2	74.6	0.82	0.17	0.12	98.9	3999	3.68	0.88	37.8	57.7
2021-01-14	D10		Karpas-299		N	N	10000	55.9	73.3	0.46	0.049	0.17	99.3	4069	0.76	0.025	0.025	99.2
2021-01-14	E02	LC13	Karpas-299	10	N	Y	10000	53.2	78.4	0.072	11.5	9.34	79.1	3295	6.65	0	0.061	93.3
2021-01-14	E03	LC13	Karpas-299	1	N	Y	10000	65.8	81.4	0.093	6.57	2.59	90.7	4864	6.97	0	0.16	92.9
2021-01-14	E04	LC13	Karpas-299	0.1	N	Y	10000	54.6	80.5	0.23	16.2	3.78	79.8	3505	6.62	0.029	0.26	93.1
2021-01-14	E05	LC13	Karpas-299	0	N	Y	10000	58.2	76	0.16	13.3	2.96	83.6	3701	15	0	0.19	84.8
2021-01-14	E06	LC13	MDA-MB-463	10	Y	Y	10000	62.7	75.8	0.29	1.93	25.8	71.9	3421	4.62	6.99	74.7	13.7
2021-01-14	E07	LC13	MDA-MB-463	1	Y	Y	10000	50	81.1	0.2	1.53	10.4	87.9	3568	29.7	0.11	0.34	69.8
2021-01-14	E08	LC13	MDA-MB-463	0.1	Y	Y	10000	74.7	74.3	0.18	1.24	8.97	89.6	4975	46	0.48	0.42	53.1
2021-01-14	E09	LC13	MDA-MB-463	0	Y	Y	10000	62.9	62.9	0.1	1.29	8.24	90.4	3576	29.2	0.14	0.28	70.4
2021-01-14	E10		MDA-MB-463		Y	N	10000	1.46	89.7	2.29	4.58	1.53	91.6	120	1.67	0	0	98.3
2021-01-14	F02		MDA-MB-463	10	Y	Y	10000	3.25	91.1	0	54.1	23	23	68	4.41	0	4.41	91.2
2021-01-14	F03		MDA-MB-463	1	Y	Y	10000	2.71	90	0	45.1	16	38.9	95	2.11	0	6.32	91.6
2021-01-14	F04		MDA-MB-463	0.1	Y	Y	10000	2.1	92.4	0	52.1	16.5	31.4	61	3.28	0	4.92	91.8
2021-01-14	F05		MDA-MB-463	0	Y	Y	8927	1.62	93.1	0.74	57.8	15.6	25.9	35	2.86	0	2.86	94.3
2021-01-14	F06		Karpas-299	10	N	Y	10000	8.48	78.8	0	96.1	3.74	0.15	1	0	0	0	100
2021-01-14	F07		Karpas-299	1	N	Y	10000	17.1	89	0	79.8	20	0.2	3	33.3	0	0	66.7
2021-01-14	F08		Karpas-299	0.1	N	Y	10000	12.3	92.6	0	71.1	27.9	1.06	12	8.33	0	0	91.7
2021-01-14	F09		Karpas-299	0	N	Y	10000	6.97	86.8	0	97.2	2.81	0	0	0	0	0	0
2021-01-14	F10		MDA-MB-463		Y	N	10000	1.2	79.2	2.11	2.11	0	95.8	91	0	0	0	100
2021-01-14	G02	LC13	MDA-MB-463	10	Y	Y	10000	46	86.3	0.2	1.31	19.5	79	3137	3.54	2.68	61.1	32.6
2021-01-14	G03	LC13	MDA-MB-463	1	Y	Y	10000	64.2	87.7	0.14	0.98	9.36	89.5	5042	36.8	0.18	0.26	62.8
2021-01-14	G04	LC13	MDA-MB-463	0.1	Y	Y	10000	65.9	87.5	0.12	0.78	8.01	91.1	5253	31.6	0.057	0.19	68.2
2021-01-14	G05	LC13	MDA-MB-463	0	Y	Y	10000	66.2	90.7	0.15	1.02	7.88	91	5461	39.1	0.18	0.092	60.6
2021-01-14	G06	LC13	Karpas-299	10	N	Y	10000	71.8	91.7	0.12	15.5	4.97	79.4	5228	13.8	0.077	0.25	85.8
2021-01-14	G07	LC13	Karpas-299	1	N	Y	10000	43.4	79	0.23	11	2.92	85.8	2943	5.84	0.034	0.14	94
2021-01-14	G08	LC13	Karpas-299	0.1	N	Y	10000	54.2	81	0.2	6.51	6.1	87.2	3831	8.56	0.052	0.078	91.3
2021-01-14	G09	LC13	Karpas-299	0	N	Y	10000	56	82.4	0.17	6.39	5.59	87.8	4052	6.76	0	0.049	93.2
2021-01-14	G10		MDA-MB-463		Y	N	10000	0.5	78	7.69	0	0	92.3	36	0	0	0	100
2021-01-20	B02		Karpas-299	10	N	Y	67973	10.1	96.6	0.11	53.9	25.6	20.5	1352	41.5	13.5	23.5	21.5
2021-01-20	B03		Karpas-299	1	N	Y	19336	2.58	97	0.21	70	28.4	1.45	7	57.1	0	0	42.9
2021-01-20	B04		Karpas-299	0.1	N	Y	19285	3.13	97.4	0	46.4	24.1	29.4	173	54.9	6.36	9.25	29.5
2021-01-20	B05		Karpas-299	0	N	Y	24722	2.51	96.9	0	38.9	16.8	44.3	266	63.9	2.26	1.5	32.3
2021-01-20	B06		MDA-MB-436	10	Y	Y	54396	8.78	94.2	0.2	38.9	14.8	46.1	2075	23.7	0.39	0.048	75.9
2021-01-20	B07		MDA-MB-436	1	Y	Y	62517	11.3	97.5	0.23	14.9	7.38	77.5	5327	66.5	0.69	0.17	32.7
2021-01-20	B08		MDA-MB-436	0.1	Y	Y	56429	8.7	95.3	0.24	24.1	10.7	65	3037	60.8	0.82	0.2	38.1
2021-01-20	B09		MDA-MB-436	0	Y	Y	74584	27.9	96.9	0.33	4.81	3.05	91.8	18533	49.2	0.77	0.32	49.7
2021-01-20	B10		Karpas-299		N	N	370455	70.7	90.7	0.65	0.12	0.27	99	234912	2.28	0.04	0.044	97.6
2021-01-20	C02	MAG-IC3	MDA-MB-436	10	Y	Y	245614	42.3	93.2	0.84	3.1	7.88	88.2	85461	35.4	9.45	26.8	28.4
2021-01-20	C03	MAG-IC3	MDA-MB-436	1	Y	Y	147059	38	91.6	0.76	1.92	3.52	93.8	48049	40.7	8.33	21.7	29.3
2021-01-20	C04	MAG-IC3	MDA-MB-436	0.1	Y	Y	124231	37.5	91.6	0.71	2.25	4.01	93	39753	49.5	8.04	12	30.5
2021-01-20	C05	MAG-IC3	MDA-MB-436	0	Y	Y	106310	39.4	91.3	0.52	2.11	3.01	94.4	36088	60.9	3.09	1.54	34.4
2021-01-20	C06	MAG-IC3	Karpas-299	10	N	Y	144829	47.3	91.8	0.47	2.09	2.09	95.3	59943	61.1	0.62	0.34	37.9
2021-01-20	C07	MAG-IC3	Karpas-299	1	N	Y	102664	44.3	89.6	0.62	2.09	1.68	95.6	38957	64.5	0.98	0.36	34.2
2021-01-20	C08	MAG-IC3	Karpas-299	0.1	N	Y	91641	44.3	87.2	0.81	1.81	1.28	96.1	34036	66.1	1.1	0.43	32.3
2021-01-20	C09	MAG-IC3	Karpas-299	0	N	Y	123850	51.7	87.3	0.51	1.1	1.46	96.9	54153	52.9	0.71	0.33	46.1
2021-01-20	C10		Karpas-299		N	N	217358	56.8	59.9	0.65	0.042	0.076	99.2	73362	1.58	0.027	0.02	98.4
2021-01-20	D02	MAG-IC3		Negative			147554	62	94.5	0.62	0.059	0.098	99.2	85719	60	0.79	0.72	38.5
2021-01-20	D03	MAG-IC3		Negative			137539	61.1	98.9	0.3	3.61E-03	4.81E-03	99.7	82944	60.7	0.51	0.16	38.6
2021-01-20	D04	MAG-IC3		Negative			80926	49.4	96.8	0.59	0.098	0.16	99.1	38382	60.5	1.61	1.22	36.7
2021-01-20	D05	MAG-IC3		Negative			79707	45.5	96.6	0.71	5.71E-03	5.71E-03	99.3	34776	63.8	0.61	0.23	35.4
2021-01-20	D06	MAG-IC3		aCD3			59185	36.5	96.6	0.7	0.057	0.048	99.2	20705	52.4	3.95	5.14	38.5
2021-01-20	D07	MAG-IC3		aCD3			63178	34	96	0.89	0.029	0.019	99.1	20406	50.5	2.85	6.3	40.3
2021-01-20	D08	MAG-IC3		aCD3			73829	36.5	95.5	0.92	0.051	0.074	99	25456	50.1	3.43	6.5	40
2021-01-20	D09	MAG-IC3		aCD3			74007	39.7	95.8	0.83	0.22	0.37	98.6	27701	53.6	3.18	6.39	36.8
2021-01-20	D10		Karpas-299		N	N	126183	28	95.5	1.26	0.038	0.018	98.7	33345	0.51	3.00E-03	0.024	99.5
2021-01-20	E02	MAG-IC3	Karpas-299	10	N	Y	128988	40.8	99.1	0.43	3.54	2.57	93.5	48782	51.7	0.54	0.41	47.4
2021-01-20	E03	MAG-IC3	Karpas-299	1	N	Y	103957	19.3	97.6	0.58	3.27	2.37	93.8	18320	53.7	0.59	0.29	45.4
2021-01-20	E04	MAG-IC3	Karpas-299	0.1	N	Y	67591	18.6	94.7	0.79	2.99	1.13	95.1	11322	56.2	0.76	0.49	42.6
2021-01-20	E05	MAG-IC3	Karpas-299	0	N	Y	78883	29.2	94.2	0.72	2.4	1.56	95.3	20713	57.4	0.67	0.51	41.4
2021-01-20	E06	MAG-IC3	MDA-MB-436	10	Y	Y	102656	26	98.4	0.5	2.71	4.99	91.8	24069	30.3	4.17	28.3	37.2
2021-01-20	E07	MAG-IC3	MDA-MB-436	1	Y	Y	77172	16.4	98.9	0.57	2.3	4.09	93	11616	33.5	4.43	25.7	36.4
2021-01-20	E08	MAG-IC3	MDA-MB-436	0.1	Y	Y	125176	40	97.9	0.26	1.93	3.7	94.1	46140	41.7	4.85	13	40.5
2021-01-20	E09	MAG-IC3	MDA-MB-436	0	Y	Y	120660	42	98.4	0.28	1.62	2.72	95.4	47589	51.1	1.86	1.94	45.1
2021-01-20	E10		MDA-MB-436		Y	N	74213	0.3	98.6	3.7	0	0	96.3	208	1.92	0	1.44	96.6
2021-01-20	F02		MDA-MB-436	10	Y	Y	43186	11.9	96.6	0.67	13.2	5.05	81.1	4016	46.9	0.77	1.97	50.4
2021-01-20	F03		MDA-MB-436	1	Y	Y	28872	4.23	96.9	0.34	44	20.5	35.2	416	41.6	0.72	6.97	50.7
2021-01-20	F04		MDA-MB-436	0.1	Y	Y	34304	4.71	96.1	0.13	36.6	13.8	49.5	768	44.7	0.91	3.91	50.5
2021-01-20	F05		MDA-MB-436	0	Y	Y	28376	5.76	94.7	0.065	30.5	13.7	55.7	862	44.7	1.04	3.25	51
2021-01-20	F06		Karpas-299	10	N	Y	39952	3.55	96.6	0.22	60.3	10.1	29.4	403	31	3.47	14.6	50.9
2021-01-20	F07		Karpas-299	1	N	Y	28039	2.53	97.9	0.29	43.7	10.5	45.5	316	44.6	1.27	1.58	52.5
2021-01-20	F08		Karpas-299	0.1	N	Y	23437	1.95	96.7	0.68	59.1	12	28.2	125	36	1.6	3.2	59.2
2021-01-20	F09		Karpas-299	0	N	Y	18405	0.71	98.5	0.78	79.8	7.75	11.6	15	53.3	6.67	0	40
2021-01-20	F10		MDA-MB-436		Y	N	68440	3.25	86.6	5.19	2.44	1.19	91.2	1756	19.6	0.85	4.04	75.5
2021-01-20	G02	MAG-IC3	MDA-MB-436	10	Y	Y	200251	39.4	98.1	1.23	2.48	6.34	89.9	69592	22.5	2.79	28.9	45.8
2021-01-20	G03	MAG-IC3	MDA-MB-436	1	Y	Y	175237	45.2	97.6	0.63	1.21	3.81	94.4	72910	24.4	2.33	22.6	50.7
2021-01-20	G04	MAG-IC3	MDA-MB-436	0.1	Y	Y	168719	47.5	97.1	0.42	1.22	4.58	93.8	73001	29.7	2.48	13.2	54.6
2021-01-20	G05	MAG-IC3	MDA-MB-436	0	Y	Y	146583	51.6	95.9	0.35	1.18	3.89	94.6	68670	41.1	1.16	1.76	55.9
2021-01-20	G06	MAG-IC3	Karpas-299	10	N	Y	136602	38	95.2	0.52	3.22	2.76	93.5	46256	47.3	0.34	0.4	52
2021-01-20	G07	MAG-IC3	Karpas-299	1	N	Y	168765	39.2	95.6	0.5	2.54	2.77	94.2	59538	47.9	0.4	0.35	51.4
2021-01-20	G08	MAG-IC3	Karpas-299	0.1	N	Y	86426	19.9	95.8	0.59	2.69	2.58	94.1	15517	47.7	0.53	0.39	51.4
2021-01-20	G09	MAG-IC3	Karpas-299	0	N	Y	108732	42.9	97	0.42	1.8	2	95.8	43292	47.3	0.43	0.46	51.8
2021-01-20	G10		MDA-MB-436		Y	N	72252	2.89	93.9	4.29	1.79	0.51	93.4	1830	24.3	0.77	1.09	73.9
2021-02-04	B02		Karpas-299	10	N	Y	85020	11.2	99.1	0.011	66.5	33.4	0.042		50	0	0	50
2021-02-04	B03		Karpas-299	1	N	Y	76334	7.79	98.9	0.017	76	23.7	0.36		38.1	4.76	4.76	52.4
2021-02-04	B04		Karpas-299	0.1	N	Y	57806	5.99	99.1	0.029	79.3	20.6	0.087		0	0	0	100
2021-02-04	B05		Karpas-299	0	N	Y	40113	4.95	98.8	0	78.9	21	0.15		0	0	0	100
2021-02-04	B06		MDA-MB-436	10	Y	Y	22021	2.72	96.3	0	74.4	25.5	0.17		0	0	0	100
2021-02-04	B07		MDA-MB-436	1	Y	Y	25575	3.19	97.4	0.13	76.2	23.6	0.13		100	0	0	0
2021-02-04	B08		MDA-MB-436	0.1	Y	Y	30555	3.4	97.5	0.099	70.9	22.3	6.71		26.5	2.94	13.2	57.4
2021-02-04	B09		MDA-MB-436	0	Y	Y	27710	3.48	97.8	0.11	71.9	26.6	1.38		7.69	0	0	92.3
2021-02-04	B10		Karpas-299			N	192411	31.5	98.9	0.64	0.11	0.072	99.2		1.54E+00	0	1.68E-03	98.5
2021-02-04	C02	LC13	MDA-MB-436	10	Y	Y	219022	64.3	98.8	0.1	1.34	1.36	97.2		22.4	4.8	15.9	56.9
2021-02-04	C03	LC13	MDA-MB-436	1	Y	Y	231104	66	98.5	0.11	1.34	1.23	97.3		34.2	0.5	0.7	64.6
2021-02-04	C04	LC13	MDA-MB-436	0.1	Y	Y	184631	63.4	97.2	0.16	1.4	1.12	97.3		59	0.85	0.7	39.5
2021-02-04	C05	LC13	MDA-MB-436	0	Y	Y	107563	45.7	97.3	0.19	1.68	1.32	96.8		41	0.6	0.72	57.6
2021-02-04	C06	LC13	Karpas-299	10	N	Y	113499	39.6	97.6	0.16	5.57	3.55	90.7		35.6	0.4	1.16	62.9
2021-02-04	C07	LC13	Karpas-299	1	N	Y	87362	32.7	97.3	0.16	7.46	2.72	89.7		38.9	0.31	0.69	60.1
2021-02-04	C08	LC13	Karpas-299	0.1	N	Y	67702	29.3	98.2	0.27	6.91	2.07	90.8		35.8	0.3	0.73	63.2
